accountnum,mergeto_account
Expected Records,65708
50125613,41302607
50125615,42335134
50125617,41148759
50125619,50048071
50125622,40850128
50125623,41656966
50125625,40345284
50125628,40487620
50125630,40267727
50125633,40262531
50125634,41314568
50125638,40629600
50125640,40726720
50125642,40676044
50125646,40888006
50125649,41311539
50125650,40467431
50125651,42411052
50125652,41966171
50125657,41348836
50125664,40060616
50125674,40801544
50125681,41793994
50125682,41160760
50125688,41246184
50125691,40474592
50125693,40178372
50125694,40090551
50125699,41473958
50125702,40672586
50125703,40670642
50125714,41067985
50125722,40012275
50125726,35470
50125735,40025500
50125737,41313910
50125744,42194084
50125745,41098714
50125747,42104085
50125750,50144130
50125750,41801704
50125757,40725997
50125760,40259261
50125763,41748562
50125767,41412307
50125768,40472709
50125769,40453991
50125770,50109027
50125779,40516842
50125782,40621233
50125785,41408373
50125789,41994101
50125790,50067803
50125793,40823021
50125794,41349656
50125797,41334548
50125803,40833765
50125804,50050311
50125807,40543988
50125816,40854745
50125825,40607160
50125839,41774562
50125844,40982478
50125845,40541280
50125847,41030970
50125857,73970
50125859,8310
50125860,41688595
50125865,41216347
50125869,42000298
50125870,41282482
50125877,40753774
50125880,41772701
50125883,41116407
50125895,40490392
50125896,40258687
50125901,41419718
50125904,41099178
50125916,40936053
50125922,40314779
50125927,41309320
50125932,40411270
50125933,40709365
50125935,40030940
50125936,40982655
50125940,41060347
50125947,40577868
50125955,42052035
50125972,50107453
50125980,41112918
50125989,40182103
50125997,40779908
50126010,41132546
50126017,40491708
50126018,40105958
50126019,41345345
50126022,40854368
50126026,41891749
50126028,40717840
50126029,40319711
50126030,41410808
50126031,50067152
50126031,50124643
50126036,50010468
50126038,40784480
50126039,42487286
50126041,41418151
50126043,50068342
50126046,41940815
50126047,41605379
50126050,40750288
50126051,40832167
50126054,42060750
50126055,42049056
50126060,41935414
50126061,40889587
50126064,40918026
50126068,40347036
50126069,8378
50126073,40870985
50126076,4145
50126077,40200845
50126082,50071230
50126083,41993404
50126087,40792498
50126096,41012586
50126106,42320501
50126110,41633238
50126119,40152682
50126122,41714537
50126123,50031396
50126126,41616202
50126131,41148096
50126134,41997187
50126139,41365000
50126143,41070752
50126148,42131254
50126150,40419536
50126152,42105675
50126157,40052891
50126163,41120281
50126165,40977605
50126170,41662924
50126171,40621177
50126174,50119225
50126175,40235222
50126179,50114074
50126186,50118498
50126190,50055090
50126192,42226100
50126195,50023850
50126196,40533439
50126198,42340567
50126199,41543854
50126200,41095494
50126201,40425317
50126214,40413213
50126221,40038910
50126226,41709205
50126229,40736013
50126236,41301989
50126239,42457757
50126244,40159110
50126249,41362101
50126264,41258865
50126267,50126267
50126275,40670119
50126291,41469909
50126308,40808137
50126317,40004899
50126324,40255087
50126328,40795559
50126330,41424899
50126339,21968
50126343,40392692
50126344,40321280
50126345,41476337
50126349,40735352
50126368,40090544
50126399,41428584
50126403,41931122
50126409,40066656
50126421,40166701
50126425,50126420
50126435,50004705
50126436,41016925
50126443,40701513
50126445,40598910
50126446,40480916
50126447,40490482
50126454,41694522
50126458,42397901
50126461,41213768
50126476,41687206
50126480,40291762
50126483,50117602
50126491,40101181
50126493,50205400
50126514,40073948
50126517,42431099
50126537,40547026
50126538,40702171
50126544,50113309
50126547,42993
50126552,40986389
50126563,41057775
50126573,41236544
50126582,40531493
50126586,41732140
50126592,40598598
50126593,41190423
50126595,41529507
50126598,41366401
50126605,42053013
50126615,41311273
50126628,40907992
50126635,41638350
50126653,40626347
50126659,42259325
50126660,40991281
50126666,40901997
50126670,40444374
50126672,40856183
50126678,40634227
50126679,42119892
50126681,41123400
50126690,41294676
50126692,40733987
50126693,41849957
50126708,40166432
50126709,39875
50126716,41094192
50126720,50055276
50126721,40488985
50126726,40481926
50126728,40888849
50126729,40339077
50126732,41344536
50126737,42295020
50126744,50079699
50126748,50093109
50126757,42171197
50126758,41769202
50126760,41827432
50126766,41527379
50126772,41424883
50126778,41717495
50126779,41070057
50126785,41044142
50126788,40197077
50126791,37528
50126792,40630194
50126793,41110231
50126795,42267366
50126797,40185108
50126798,41728577
50126804,40739743
50126809,41295906
50126812,41885315
50126816,41695215
50126827,40109002
50126831,41860980
50126834,41503162
50126837,40513812
50126841,41532926
50126844,41841884
50126850,50060640
50126853,41880639
50126857,41510085
50126860,42033279
50126865,42032978
50126867,41131739
50126877,41454563
50126885,42145706
50126887,41520964
50126891,77809
50126894,40348706
50126895,41056318
50126899,40341191
50126900,40838696
50126901,42454191
50126911,50028799
50126913,50313663
50126923,41359324
50126932,41181980
50126933,42376974
50126936,50123448
50126940,42048261
50126944,40504783
50126947,41579984
50126949,40709217
50126953,42427478
50126954,41383615
50126962,42174817
50126976,41096766
50126981,41994469
50126992,41938602
50126996,40305816
50126999,40423199
50127012,41984659
50127020,50062465
50127022,40939455
50127026,40540718
50127028,41938014
50127029,41001444
50127032,41059050
50127050,41762389
50127052,40977562
50127060,41418241
50127061,40542570
50127067,41126573
50127071,40011065
50127072,40669277
50127086,40673855
50127087,41599586
50127089,41079442
50127099,50271970
50127101,40490897
50127108,40625422
50127109,40785140
50127109,42332929
50127114,40187015
50127142,40950524
50127150,41968009
50127151,40733752
50127157,42268827
50127161,41735559
50127182,42470129
50127183,40695083
50127186,42419895
50127189,50094484
50127192,41007777
50127193,41803036
50127206,42218792
50127208,50041987
50127215,41040844
50127220,40973052
50127237,41512952
50127250,41446475
50127253,40484514
50127258,40808341
50127265,50024179
50127276,41398808
50127289,42195696
50127295,50019791
50127298,40425930
50127300,41275839
50127302,41456047
50127314,40215588
50127316,40146834
50127332,41020700
50127334,40248054
50127335,40469161
50127336,40718818
50127337,41130839
50127347,40817451
50127348,40461748
50127349,40791411
50127354,40056359
50127356,40855918
50127361,40312822
50127362,40263513
50127372,50099413
50127377,40438000
50127381,41163313
50127384,50017008
50127392,40470405
50127395,42320501
50127395,50126106
50127396,40402486
50127397,41538237
50127398,41426717
50127399,40785464
50127400,41268701
50127401,50085627
50127408,41359137
50127410,10268
50127411,40093855
50127412,41100853
50127413,40461335
50127423,42365329
50127424,42124173
50127426,41555864
50127427,41903087
50127428,40155188
50127430,42382376
50127432,40315995
50127434,41177005
50127437,40921775
50127449,41335330
50127450,41300213
50127458,50044108
50127460,40343400
50127461,41618098
50127472,40982826
50127479,42298451
50127481,41907093
50127484,41243792
50127491,41168824
50127492,41567208
50127493,41317759
50127495,41108090
50127498,50105203
50127499,41375350
50127508,42474668
50127510,41012489
50127511,42117725
50127512,42220742
50127514,40109356
50127519,40507175
50127537,50088016
50127549,41071913
50127553,18051
50127564,50079136
50127565,42473515
50127566,42473515
50127586,40271428
50127587,40669417
50127590,40309196
50127591,41909918
50127598,40418248
50127608,41286568
50127609,41938263
50127618,40670278
50127619,40486754
50127630,40743253
50127633,41378565
50127648,40958775
50127649,41111152
50127651,40536404
50127656,41535394
50127663,50088412
50127668,42386675
50127674,40711472
50127683,40167307
50127686,40800682
50127687,41064272
50127689,41269516
50127691,40676206
50127694,42385184
50127698,50064084
50127706,41124097
50127713,41696732
50127714,41341531
50127715,40805729
50127722,6326
50127730,40335301
50127749,40869109
50127750,40796680
50127767,40020494
50127772,40193880
50127782,40791111
50127789,31757
50127792,41218102
50127795,40438963
50127797,40108779
50127799,40739607
50127802,42254522
50127805,40796177
50127808,41352280
50127810,40249465
50127816,50095495
50127819,41621830
50127822,40968626
50127823,40937232
50127825,40813925
50127835,40510627
50127839,40541197
50127842,41157988
50127844,50178420
50127846,40028022
50127851,40866523
50127852,40195616
50127855,40182520
50127858,50017983
50127867,40594756
50127873,41220541
50127874,41976444
50127878,40600869
50127885,40485771
50127886,41992165
50127891,41614669
50127892,41195213
50127895,40840602
50127900,50094343
50127901,41838387
50127911,50523278
50127922,81876
50127923,40846028
50127925,40247391
50127927,41295327
50127936,40582270
50127941,40233583
50127943,41119523
50127945,40269427
50127947,42304888
50127949,40514588
50127953,40516558
50127953,50057101
50127954,41844535
50127962,40736488
50127967,40922054
50127969,40429591
50127971,41380784
50127972,41360229
50127976,40304867
50127982,41139771
50128001,41615480
50128008,50055180
50128009,40722498
50128013,50112758
50128019,50109540
50128021,41277220
50128029,41899063
50128030,42003674
50128031,40702357
50128037,41186697
50128040,40330811
50128047,40316347
50128051,40221123
50128054,41791237
50128056,38370
50128060,40618349
50128075,50107275
50128080,42229569
50128083,50062642
50128087,50093461
50128088,41221916
50128096,41847905
50128097,50090946
50128098,41847906
50128099,42191666
50128101,40719329
50128108,40765676
50128111,41217488
50128118,41287034
50128125,41571437
50128126,50116630
50128129,50118272
50128130,50277877
50128135,40844401
50128137,40228833
50128142,40992782
50128150,42372279
50128158,41226914
50128162,42065274
50128167,10121161
50128172,41068959
50128177,41045750
50128182,40470738
50128183,41622771
50128190,41576690
50128193,41887102
50128195,41996497
50128198,40235808
50128203,41380707
50128204,41203597
50128211,40954228
50128220,42208314
50128221,42186999
50128237,40521532
50128241,40843729
50128249,40454963
50128250,41225223
50128257,41332286
50128258,41561377
50128266,41373434
50128267,40863927
50128277,42392287
50128278,41306666
50128288,42378613
50128289,41317802
50128297,40603425
50128303,40586880
50128313,10670642
50128314,89626
50128331,50035117
50128332,42456546
50128342,40562972
50128348,42079189
50128351,40095078
50128363,42145993
50128369,40792571
50128372,40504624
50128373,40056358
50128374,41371002
50128384,40698716
50128388,42456506
50128389,41727411
50128393,50030250
50128398,41800375
50128407,40178174
50128409,40265786
50128422,41036262
50128425,41637181
50128436,50062968
50128438,40043901
50128442,40887377
50128451,40950286
50128455,41230345
50128457,40565961
50128458,50128421
50128463,40078921
50128476,42357498
50128479,41101007
50128480,41083893
50128483,39070
50128491,41910364
50128496,41361987
50128499,42290927
50128503,41634919
50128504,41906370
50128515,41418072
50128518,40630056
50128528,41716880
50128530,50128513
50128531,41688093
50128533,40542260
50128534,40738713
50128550,41185455
50128570,42469393
50128571,42002552
50128573,41303295
50128582,42369061
50128584,42440769
50128590,40294908
50128599,41654168
50128602,40573988
50128606,41470143
50128608,42045086
50128610,41247447
50128613,40842949
50128615,54687
50128616,41687839
50128618,40100529
50128624,40136900
50128626,41375205
50128632,41850987
50128637,41024817
50128647,40399731
50128648,42245918
50128655,41594017
50128668,40866003
50128672,42354089
50128680,41415385
50128681,41978854
50128685,40084746
50128695,50060643
50128704,40135065
50128719,42245220
50128728,41258213
50128745,42127065
50128747,40319347
50128750,41153688
50128756,40059041
50128772,40093829
50128783,40914930
50128793,41006453
50128804,41321154
50128827,50064693
50128829,41099104
50128836,42064488
50128838,42136747
50128840,50125245
50128843,40419681
50128849,50147782
50128854,40345011
50128855,42372876
50128861,41630179
50128873,50013089
50128901,40423465
50128903,40530350
50128904,42422640
50128905,41484443
50128906,41707313
50128918,41344286
50128923,41865634
50128924,40807944
50128936,42209418
50128938,41764628
50128939,40294716
50128940,42460454
50128957,40396957
50128965,50128860
50128972,53086
50128973,50127195
50128978,41605741
50128986,40794523
50129004,41308929
50129007,40950194
50129010,42211445
50129016,40669272
50129021,41924544
50129023,83829
50129034,44129
50129040,50100979
50129063,41133571
50129064,40681422
50129070,40964629
50129074,42067727
50129075,40408137
50129081,40156315
50129088,41848270
50129091,41958001
50129109,42472796
50129111,41497478
50129117,40307745
50129140,41892500
50129146,40595308
50129149,40030591
50129150,42437363
50129158,41426836
50129162,40179422
50129163,40029965
50129165,42128772
50129168,41415138
50129169,41293384
50129171,41277517
50129176,40770726
50129181,42435223
50129182,40934156
50129187,10117902
50129201,41055842
50129204,40508372
50129206,41212731
50129210,40648228
50129212,50107527
50129225,40508044
50129233,40841972
50129250,41307108
50129251,50126274
50129252,40404908
50129253,40618008
50129257,41152038
50129257,42458169
50129261,42430798
50129263,40309008
50129264,42430798
50129272,41247269
50129273,40009520
50129276,32229
50129277,42439207
50129282,40658710
50129286,41042441
50129291,41610423
50129309,40488119
50129310,40314114
50129315,42074258
50129317,40146818
50129320,50616584
50129322,34045
50129325,41597083
50129326,40438144
50129334,40696367
50129337,40328606
50129339,50121293
50129344,41547140
50129350,40645054
50129357,50126581
50129359,40470646
